OBJECTID,FID_,Date,Block,Street_or_,Building_C,Tree_Tag_N,Status,Species_Co,Common_Nam,Genus,Species,Ownership,Location_C,DBH,Number_of_,Percentage,Crown_Widt,Total_Heig,Latitude,Longitude,Height_to_,Unbalanced,Reduced_Cr,Weak_Yello,Defoliatio,Dead_Broke,Poor_Branc,Lean,Trunk_Scar,Branch_Sca,Conks,Rot_Cavity,Rot_Cavi_1,Crack,Confined_S,Girdling_R,Recent_Tre,Conflict_w,Conflict_1,Conflict_2,Conflict_3,Conflict_4,Cable_Brac,Comments,Additional,Replacemen,New_Specie,Transparen,locale,subway,sbwy100
6839,6838,9/16/2013,D,James Giles St,42,1323,alive,appcra,Crab Apple,Malus,spp,p,by,16,1,0,6,10,43.773028,-79.498559,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
6858,6857,9/16/2013,D,James Giles St,42,1342,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772895,-79.498632,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
3460,3459,6/18/2013,B,Farquharson Building,21,1575,alive,crabapp,Crab Apple,Malus,spp,p,s,28,1,0,15,23,43.774055,-79.50425771,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,n,n,n,n,n,n,,,,,0,central,within,
6029,6028,9/19/2013,D,York lanes,400,513,alive,appcra,Crab Apple,Malus,spp,p,fy,17.8,1,5,12,7,43.773138,-79.501683,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,n,n,n,n,n,n,,,,,0,central,within,
6857,6856,9/16/2013,D,James Giles St,42,1341,alive,appcra,Crab Apple,Malus,spp,p,by,15,1,0,8,9,43.772933,-79.498643,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
6850,6849,9/16/2013,D,James Giles St,42,1334,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,6,10,43.772802,-79.498533,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
6855,6854,9/16/2013,D,James Giles St,42,1339,alive,appcra,Crab Apple,Malus,spp,p,by,13,2,0,6,10,43.773006,-79.49868,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
6861,6860,9/16/2013,D,James Giles St,42,1345,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772792,-79.498591,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
3452,3451,6/18/2013,B,Farquharson Building,21,1567,alive,crabapp,Crab Apple,Malus,spp,p,s,22.2,1,45,8,19,43.77385206,-79.50456282,17.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,
6063,6062,9/19/2013,D,York lanes,400,547,alive,appcra,Crab Apple,Malus,spp,p,fy,9.3,1,0,10,6,43.773285,-79.500767,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
3969,3968,6/18/2013,B,Greenhouse,107,2084,alive,appcra,Crab Apple,Malus,spp,p,w,7.5,1,0,2.5,4,43.77412776,-79.50396231,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6847,6846,9/16/2013,D,James Giles St,42,1331,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,6,10,43.772745,-79.49844,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
6845,6844,9/16/2013,D,James Giles St,42,1329,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,6,10,43.772822,-79.498474,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
3458,3457,6/18/2013,B,Farquharson Building,21,1573,alive,crabapp,Crab Apple,Malus,spp,p,s,29.3,1,40,16,22,43.77401684,-79.5043446,16,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6863,6862,9/16/2013,D,James Giles St,42,1347,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,8,9,43.772726,-79.498569,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
5946,5945,9/19/2013,D,York lanes,400,430,alive,appcra,Crab Apple,Malus,spp,p,fy,17.5,1,5,10,7,43.773964,-79.501128,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
3456,3455,6/18/2013,B,Farquharson Building,21,1571,alive,crabapp,Crab Apple,Malus,spp,p,s,23,1,25,10,25,43.77398705,-79.50442508,20,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,n,n,n,n,n,n,,,,,0,central,within,
5979,5978,9/19/2013,D,York lanes,400,463,alive,appcra,Crab Apple,Malus,spp,p,fy,22,1,60,14,7,43.773639,-79.50217,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6856,6855,9/16/2013,D,James Giles St,42,1340,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772969,-79.49866,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
5945,5944,9/19/2013,D,York lanes,400,429,alive,appcra,Crab Apple,Malus,spp,p,fy,19,1,25,15,7,43.77396,-79.501074,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
6859,6858,9/16/2013,D,James Giles St,42,1343,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,6,10,43.772861,-79.498613,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
3972,3971,6/18/2013,B,Greenhouse,107,2087,alive,appcra,Crab Apple,Malus,spp,p,w,17.5,1,25,15,11,43.77413497,-79.50383319,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6841,6840,9/16/2013,D,James Giles St,42,1325,alive,appcra,Crab Apple,Malus,spp,p,by,19,1,0,6,10,43.772955,-79.498531,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
3974,3973,6/18/2013,B,Greenhouse,107,2089,alive,appcra,Crab Apple,Malus,spp,p,w,12.5,1,5,9,13,43.77417094,-79.50365494,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6851,6850,9/16/2013,D,James Giles St,42,1335,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,8,9,43.772838,-79.498545,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
3459,3458,6/18/2013,B,Farquharson Building,21,1574,alive,crabapp,Crab Apple,Malus,spp,p,s,26.7,1,0,16,25,43.77401325,-79.50429042,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,within,
6840,6839,9/16/2013,D,James Giles St,42,1324,alive,appcra,Crab Apple,Malus,spp,p,by,15,1,0,8,9,43.772991,-79.498545,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
3454,3453,6/18/2013,B,Farquharson Building,21,1569,alive,crabapp,Crab Apple,Malus,spp,p,s,24.5,1,45,8,20,43.77400535,-79.5046231,18.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,central,within,
3462,3461,6/18/2013,B,Farquharson Building,21,1577,alive,crabapp,Crab Apple,Malus,spp,p,s,7,1,10,7,5,43.77405074,-79.50415129,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
6849,6848,9/16/2013,D,James Giles St,42,1333,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,8,9,43.772766,-79.498521,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
3975,3974,6/18/2013,B,Greenhouse,107,2090,alive,appcra,Crab Apple,Malus,spp,p,w,15.5,1,5,12,14,43.77418173,-79.50362077,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
3455,3454,6/18/2013,B,Farquharson Building,21,1570,alive,crabapp,Crab Apple,Malus,spp,p,s,28.8,1,30,10,25,43.77397619,-79.50446819,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,n,n,n,e,n,n,,,,,0,central,within,
6842,6841,9/16/2013,D,James Giles St,42,1326,alive,appcra,Crab Apple,Malus,spp,p,by,20,1,0,8,9,43.772921,-79.498516,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
6852,6851,9/16/2013,D,James Giles St,42,1336,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,6,10,43.772872,-79.498559,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
6846,6845,9/16/2013,D,James Giles St,42,1330,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,8,9,43.772786,-79.498458,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
5978,5977,9/19/2013,D,York lanes,400,462,alive,appcra,Crab Apple,Malus,spp,p,fy,20.3,1,45,10,6,43.773716,-79.502245,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
3457,3456,6/18/2013,B,Farquharson Building,21,1572,alive,crabapp,Crab Apple,Malus,spp,p,s,32,1,0,16,25,43.77402748,-79.5043945,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,n,n,n,n,n,n,,,,,0,central,within,
6860,6859,9/16/2013,D,James Giles St,42,1344,alive,appcra,Crab Apple,Malus,spp,p,by,11,1,0,8,9,43.77283,-79.498608,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
3970,3969,6/18/2013,B,Greenhouse,107,2085,alive,appcra,Crab Apple,Malus,spp,p,w,14.5,1,5,8,7,43.77411413,-79.50390763,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
5966,5965,9/19/2013,D,York lanes,400,450,alive,appcra,Crab Apple,Malus,spp,p,fy,16,1,10,12,10,43.773826,-79.501723,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
5970,5969,9/19/2013,D,York lanes,400,454,alive,appcra,Crab Apple,Malus,spp,p,fy,25.5,1,50,14,6.5,43.773762,-79.50188,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,within,
6862,6861,9/16/2013,D,James Giles St,42,1346,alive,appcra,Crab Apple,Malus,spp,p,by,10,1,0,6,10,43.77276,-79.498582,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,
6030,6029,9/19/2013,D,York lanes,400,514,alive,appcra,Crab Apple,Malus,spp,p,fy,17.8,1,5,11,7,43.773168,-79.501616,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,n,n,n,n,n,n,,,,,0,central,within,
6853,6852,9/16/2013,D,James Giles St,42,1337,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772909,-79.498571,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Diameter measured below bh,,,,0,central,within,within
3463,3462,6/18/2013,B,Farquharson Building,21,1578,alive,crabapp,Crab Apple,Malus,spp,p,s,17,1,0,12,16,43.77407832,-79.50412891,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
3461,3460,6/18/2013,B,Farquharson Building,21,1576,alive,appcra,Crab Apple,Malus,spp,p,s,3,1,0,0.5,3.5,43.77406776,-79.50419525,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Small to tag,,,,0,central,within,
3973,3972,6/18/2013,B,Greenhouse,107,2088,alive,appcra,Crab Apple,Malus,spp,p,w,20.5,1,0,16,11,43.77415122,-79.50378617,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,
5955,5954,9/19/2013,D,York lanes,400,439,alive,appcra,Crab Apple,Malus,spp,p,fy,23,1,65,9,12,43.77386,-79.501465,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,within,within
3151,3150,6/17/2013,B,William Small Centre,15,1266,alive,peapea,Flowering Pear,Pyrus,spp,p,n,5.5,1,95,2.5,9,43.77312906,-79.50723891,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,n,n,n,n,n,n,,,,,0,central,out,
3247,3246,6/14/2013,B,Courtyard,16,1362,alive,peapea,Flowering Pear,Pyrus,spp,p,e,22.8,1,5,10,18,43.7734831,-79.50772056,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
5411,5410,9/10/2013,C,Passy Playground,402,1303,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,22,1,0,5,10,43.768766,-79.504354,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
3253,3252,6/14/2013,B,Courtyard,16,1368,alive,peapea,Flowering Pear,Pyrus,spp,p,e,4,4,1,8,5,43.77355339,-79.50750927,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
2989,2988,6/7/2013,B,Calumet College,10,1104,alive,peapea,Flowering Pear,Pyrus,spp,p,n,9,1,15,7,9,43.77284053,-79.51006807,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5127,5126,9/6/2013,C,Nelson Rd,102,1019,alive,peapea,Flowering Pear,Pyrus,spp,p,by,4.5,1,0,2,3,43.769516,-79.505317,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2187,2186,6/13/2013,B,Tait McK. Ctre,4,300,alive,peapea,Flowering Pear,Pyrus,spp,p,s,6,1,0,1.8,3.5,43.77396015,-79.5094303,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
3153,3152,6/17/2013,B,William Small Centre,15,1268,alive,peapea,Flowering Pear,Pyrus,spp,p,n,6.5,1,95,2.5,9.5,43.77315861,-79.50709418,8,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,n,n,n,n,n,n,,,,,0,central,out,
5229,5228,9/9/2013,C,Passy Crescent,44,1121,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,34,1,0,14,10,43.769176,-79.504536,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
3240,3239,6/14/2013,B,Courtyard,16,1355,alive,peapea,Flowering Pear,Malus,spp,p,e,22.292994,1,10,9,11,43.77353935,-79.50778419,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
696,695,8/9/2012,A,PRB,60,696,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,15,1,60,4,6,43.778578,-79.496745,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5230,5229,9/9/2013,C,Passy Crescent,44,1122,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,25,1,0,12,10,43.76919,-79.50449,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
690,689,8/9/2012,A,PRB,60,690,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,13,3,0,6,8,43.778141,-79.496674,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2189,2188,6/13/2013,B,Tait McK. Ctre,4,302,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,2,3.5,43.77400084,-79.50930847,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
691,690,8/9/2012,A,PRB,60,691,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,12,4,0,6,7,43.77818,-79.496691,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
6156,6155,9/19/2013,D,York lanes,400,640,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,6.5,1,35,8,5.5,43.772669,-79.502833,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
5227,5226,9/9/2013,C,Passy Crescent,44,1119,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,14,1,0,10,10,43.769161,-79.504611,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5406,5405,9/10/2013,C,Passy Playground,402,1298,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,19.3,1,0,2.5,8,43.768652,-79.504806,12,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5656,5655,9/11/2013,D,Sentinel RD Lot,88,140,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,55,1,0,25,22.5,43.770353,-79.499957,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5285,5284,9/9/2013,C,320 Assiniboine,48,1177,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,43,1,0,20,14,43.768743,-79.502304,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2188,2187,6/13/2013,B,Tait McK. Ctre,4,301,alive,peapea,Flowering Pear,Pyrus,spp,p,s,6,1,0,1.5,3.5,43.77397872,-79.50936959,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
3251,3250,6/14/2013,B,Courtyard,16,1366,alive,peapea,Flowering Pear,Pyrus,spp,p,e,16,1,25,9,9,43.77357611,-79.50740968,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5225,5224,9/9/2013,C,Passy Crescent,44,1117,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,22.8,1,0,13,9,43.769089,-79.504675,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5407,5406,9/10/2013,C,Passy Playground,402,1299,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,19.5,1,0,9,9.5,43.768673,-79.504713,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5232,5231,9/9/2013,C,Passy Crescent,44,1124,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,34.8,1,0,18,15,43.769115,-79.50434,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2191,2190,6/13/2013,B,Tait McK. Ctre,4,304,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,0,2.5,43.77402546,-79.50911791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,Leader shoot died,,,0,central,out,
3260,3259,6/14/2013,B,Courtyard,16,1375,alive,peapea,Flowering Pear,Pyrus,spp,p,e,26,1,40,11,28,43.77357432,-79.50733614,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
5410,5409,9/10/2013,C,Passy Playground,402,1302,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,21,1,0,4,10,43.768737,-79.504448,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2994,2993,6/7/2013,B,Calumet College,10,1109,alive,peapea,Flowering Pear,Pyrus,spp,p,n,16.56051,1,0,4,10,43.77284229,-79.51019337,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2991,2990,6/7/2013,B,Calumet College,10,1106,alive,peapea,Flowering Pear,Pyrus,spp,p,n,12.2,1,10,5,8,43.77292402,-79.51010324,7,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2195,2194,6/13/2013,B,Tait McK. Ctre,4,308,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,10,2,3.5,43.77410255,-79.50884157,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
2992,2991,6/7/2013,B,Calumet College,10,1107,alive,peapea,Flowering Pear,Pyrus,spp,p,n,11.5,1,0,9,11,43.77291416,-79.51015082,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5178,5177,9/9/2013,C,Passy Crescent,44,1070,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,12,4,0,4,12,43.769224,-79.505812,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5179,5178,9/9/2013,C,Passy Crescent,44,1071,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,17,5,0,4,12,43.76926,-79.505741,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
3237,3236,6/14/2013,B,Courtyard,16,1352,alive,peapea,Flowering Pear,Pyrus,spp,p,e,22.5,1,40,9,23,43.77365995,-79.50783128,19,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
2194,2193,6/13/2013,B,Tait McK. Ctre,4,307,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,2,3.5,43.77409601,-79.50897981,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
694,693,8/9/2012,A,PRB,60,694,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,16,1,60,4,5,43.778453,-79.496699,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5177,5176,9/9/2013,C,Passy Crescent,44,1069,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,16.5,5,0,4,10,43.769273,-79.505823,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
1287,1286,8/1/2012,A,Stong House,100,1287,alive,peapea,Flowering Pear,Pyrus,spp,p,sl,55,3,0,7,9,43.780094,-79.497978,1.5,0,0,1,0,1,1,0,2,2,0,2,1,1,0,0,0,0,n,n,n,n,n,Dead branch,,,,0,periph,out,
3248,3247,6/14/2013,B,Courtyard,16,1363,alive,peapea,Flowering Pear,Pyrus,spp,p,e,22,1,3,9,19,43.77349369,-79.50765455,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,n,n,n,n,n,n,,,,,0,central,out,
693,692,8/9/2012,A,PRB,60,693,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,13,3,0,7,7,43.778395,-79.496687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5231,5230,9/9/2013,C,Passy Crescent,44,1123,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,18.5,1,0,10,9,43.769199,-79.504449,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2180,2179,6/12/2013,B,Tait McK. Ctre,4,293,alive,peapea,Flowering Pear,Pyrus,spp,p,n,20.5,1,0,3,18,43.77499281,-79.50997882,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
692,691,8/9/2012,A,PRB,60,692,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,15,3,0,7,7,43.77822,-79.49671,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5233,5232,9/9/2013,C,Passy Crescent,44,1125,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,19.426752,1,0,20,8,43.769043,-79.504657,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
6157,6156,9/19/2013,D,York lanes,400,641,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,5.5,1,25,8,4,43.772676,-79.5028,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,n,n,n,,,,,0,central,out,
5409,5408,9/10/2013,C,Passy Playground,402,1301,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,20,1,0,7,10,43.768717,-79.50454,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5226,5225,9/9/2013,C,Passy Crescent,44,1118,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,23.4,1,0,13,9,43.769155,-79.504645,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
5467,5466,9/16/2014,C,Hoover House,0,1359,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,25.796178,1,0,5.5,14,43.768473,-79.508765,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n,n,n,e,n,n,,,,,0,periph,out,
2181,2180,6/12/2013,B,Tait McK. Ctre,4,294,alive,peapea,Flowering Pear,Pyrus,spp,p,n,16.8,1,0,5,17,43.77492433,-79.50984244,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,periph,out,
2190,2189,6/13/2013,B,Tait McK. Ctre,4,303,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,1.8,4,43.77401202,-79.50918334,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
2822,2821,6/14/2013,B,New Life Sci,204,937,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,3,4.5,43.77374297,-79.50782752,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,,,,,0,central,out,
