Tree_Tag_N,Status,Species_Co,Common_Nam,Genus,Species,Ownership,Location_C,DBH,Number_of_,Percentage,Crown_Widt,Total_Heig,Latitude,Longitude,subway,subway_dist,density_10m
1314,alive,appcra,Crab Apple,Malus,spp,p,s,8,1,15,4,2,43.77261468,-79.50773786,out,394.7314969,8
403,alive,appcra,Crab Apple,Malus,spp,p,n,4,4,0,2,3,43.77440016,-79.51047855,out,290.3352517,19
1284,alive,appcra,Crab Apple,Malus,spp,p,by,15.5,1,0,5,6,43.768262,-79.505116,out,767.0965977,4
670,alive,appcra,Crab Apple,Malus,spp,p,sr,10.8,3,30,9,6,43.771705,-79.503814,out,189.6399743,9
404,alive,appcra,Crab Apple,Malus,spp,p,n,4,4,0,2,3,43.77439024,-79.51044855,out,290.4769197,19
1347,alive,appcra,Crab Apple,Malus,spp,p,s,16.5,1,5,8,10,43.77316185,-79.50738899,out,830.7445936,2
311,alive,appcra,Crab Apple,Malus,spp,p,s,8,1,0,4,6,43.77407756,-79.5094523,out,293.8883354,5
405,alive,appcra,Crab Apple,Malus,spp,p,n,4,4,0,2,3,43.77438596,-79.51048548,out,292.0077005,19
1323,alive,appcra,Crab Apple,Malus,spp,p,e,7.5,1,5,4,5,43.7727986,-79.50781377,out,377.9630783,6
1275,alive,appcra,Crab Apple,Malus,spp,p,e,7,1,0,9,7,43.7731685,-79.50649479,out,300.8833462,9
1308,alive,appcra,Crab Apple,Malus,spp,p,s,12,1,0,8,9.5,43.7725264,-79.50739562,out,393.7818393,3
960,alive,appcra,Crab Apple,Malus,spp,p,fy,17.038217,1,0,0,10,43.770148,-79.505504,out,583.7602147,13
14,alive,appcra,Crab Apple,Malus,spp,p,sl,22.850318,2,0,12,10,43.770615,-79.502417,out,444.7850616,5
127,alive,appcra,Crab Apple,Malus,spp,p,fy,14.649682,2,0,15,17,43.769641,-79.499778,out,470.1665695,4
1677,alive,appcra,Crab Apple,Malus,spp,p,s,9,1,0,3,3.5,43.77253836,-79.51195252,out,40.68184035,8
335,alive,appcra,Crab Apple,Malus,spp,p,fy,38,1,0,10,9,43.771701,-79.507114,out,470.8795865,8
1402,alive,appcra,Crab Apple,Malus,spp,p,s,8.3,1,10,4,5.5,43.773258,-79.506092,out,279.7847315,9
1312,alive,appcra,Crab Apple,Malus,spp,p,s,12,1,20,7,6.5,43.77245711,-79.50766085,out,408.7459082,3
1276,alive,appcra,Crab Apple,Malus,spp,p,e,8.5,1,0,6,8,43.77313522,-79.50650055,out,304.495036,8
1376,alive,appcra,Crab Apple,Pyrus,spp,p,e,19.2,1,20,5,14,43.77369717,-79.50737875,out,272.2370452,2
1272,alive,appcra,Crab Apple,Malus,spp,p,e,9,2,35,6,17,43.77321497,-79.50658733,out,200.5583289,16
1284,alive,appcra,Crab Apple,Malus,spp,p,e,14.5,1,0,9,11,43.77270723,-79.50657983,out,767.0965977,4
1286,alive,appcra,Crab Apple,Malus,spp,p,by,20.2,1,0,8,6,43.768365,-79.505003,out,753.1116232,3
1283,alive,appcra,Crab Apple,Malus,spp,p,e,12.5,1,0,8,10,43.77271664,-79.50650312,out,347.8669556,3
1045,alive,appcra,Crab Apple,Malus,spp,p,by,28,1,0,14,22,43.767448,-79.505757,out,870.1699595,5
256,alive,appcra,Crab Apple,Malus,spp,p,by,8,1,0,2.7,6,43.770502,-79.502456,out,457.6279252,7
313,alive,appcra,Crab Apple,Malus,spp,p,s,9.8,1,0,4,6,43.77410791,-79.50935146,out,529.8655874,4
2086,alive,appcra,Crab Apple,Malus,spp,p,w,14,1,0,12,8,43.77413239,-79.50387934,within,124.0941812,5
1568,alive,crabapp,Crab Apple,Malus,spp,p,s,19.8,1,45,8,18,43.77397631,-79.50461127,within,161.9180655,2
1323,alive,appcra,Crab Apple,Malus,spp,p,by,16,1,0,6,10,43.773028,-79.498559,within,377.9630783,6
1342,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772895,-79.498632,within,99.4333531,10
1575,alive,crabapp,Crab Apple,Malus,spp,p,s,28,1,0,15,23,43.774055,-79.50425771,within,143.3203001,5
513,alive,appcra,Crab Apple,Malus,spp,p,fy,17.8,1,5,12,7,43.773138,-79.501683,within,162.0078896,8
1341,alive,appcra,Crab Apple,Malus,spp,p,by,15,1,0,8,9,43.772933,-79.498643,within,403.1650652,3
1334,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,6,10,43.772802,-79.498533,within,106.258908,15
1339,alive,appcra,Crab Apple,Malus,spp,p,by,13,2,0,6,10,43.773006,-79.49868,within,89.2790817,3
1345,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772792,-79.498591,within,108.9570895,11
1567,alive,crabapp,Crab Apple,Malus,spp,p,s,22.2,1,45,8,19,43.77385206,-79.50456282,within,173.3215962,3
547,alive,appcra,Crab Apple,Malus,spp,p,fy,9.3,1,0,10,6,43.773285,-79.500767,within,120.2299613,3
2084,alive,appcra,Crab Apple,Malus,spp,p,w,7.5,1,0,2.5,4,43.77412776,-79.50396231,within,127.0453352,3
1331,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,6,10,43.772745,-79.49844,within,109.5174033,6
1329,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,6,10,43.772822,-79.498474,within,102.493573,9
1573,alive,crabapp,Crab Apple,Malus,spp,p,s,29.3,1,40,16,22,43.77401684,-79.5043446,within,149.8355266,5
1347,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,8,9,43.772726,-79.498569,within,830.7445936,2
430,alive,appcra,Crab Apple,Malus,spp,p,fy,17.5,1,5,10,7,43.773964,-79.501128,within,60.29490682,4
1571,alive,crabapp,Crab Apple,Malus,spp,p,s,23,1,25,10,25,43.77398705,-79.50442508,within,155.2961646,5
463,alive,appcra,Crab Apple,Malus,spp,p,fy,22,1,60,14,7,43.773639,-79.50217,within,124.3074521,3
1340,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772969,-79.49866,within,92.54938208,6
429,alive,appcra,Crab Apple,Malus,spp,p,fy,19,1,25,15,7,43.77396,-79.501074,within,59.14186164,3
1343,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,6,10,43.772861,-79.498613,within,102.420704,11
2087,alive,appcra,Crab Apple,Malus,spp,p,w,17.5,1,25,15,11,43.77413497,-79.50383319,within,122.4521898,5
1325,alive,appcra,Crab Apple,Malus,spp,p,by,19,1,0,6,10,43.772955,-79.498531,within,372.53649,4
2089,alive,appcra,Crab Apple,Malus,spp,p,w,12.5,1,5,9,13,43.77417094,-79.50365494,within,113.4261313,5
1335,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,8,9,43.772838,-79.498545,within,102.863551,15
1574,alive,crabapp,Crab Apple,Malus,spp,p,s,26.7,1,0,16,25,43.77401325,-79.50429042,within,148.6024325,7
1324,alive,appcra,Crab Apple,Malus,spp,p,by,15,1,0,8,9,43.772991,-79.498545,within,373.7211537,5
1569,alive,crabapp,Crab Apple,Malus,spp,p,s,24.5,1,45,8,20,43.77400535,-79.5046231,within,159.2677892,2
1577,alive,crabapp,Crab Apple,Malus,spp,p,s,7,1,10,7,5,43.77405074,-79.50415129,within,140.6098341,4
1333,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,8,9,43.772766,-79.498521,within,400.3997445,4
2090,alive,appcra,Crab Apple,Malus,spp,p,w,15.5,1,5,12,14,43.77418173,-79.50362077,within,111.2938879,4
1570,alive,crabapp,Crab Apple,Malus,spp,p,s,28.8,1,30,10,25,43.77397619,-79.50446819,within,157.6945408,4
1326,alive,appcra,Crab Apple,Malus,spp,p,by,20,1,0,8,9,43.772921,-79.498516,within,93.41387521,10
1336,alive,appcra,Crab Apple,Malus,spp,p,by,14,1,0,6,10,43.772872,-79.498559,within,99.73312993,15
1330,alive,appcra,Crab Apple,Malus,spp,p,by,12,1,0,8,9,43.772786,-79.498458,within,105.7744692,8
462,alive,appcra,Crab Apple,Malus,spp,p,fy,20.3,1,45,10,6,43.773716,-79.502245,within,118.5660786,6
1572,alive,crabapp,Crab Apple,Malus,spp,p,s,32,1,0,16,25,43.77402748,-79.5043945,within,150.213479,5
1344,alive,appcra,Crab Apple,Malus,spp,p,by,11,1,0,8,9,43.77283,-79.498608,within,105.4970961,9
2085,alive,appcra,Crab Apple,Malus,spp,p,w,14.5,1,5,8,7,43.77411413,-79.50390763,within,126.8221278,6
450,alive,appcra,Crab Apple,Malus,spp,p,fy,16,1,10,12,10,43.773826,-79.501723,within,91.86868206,5
454,alive,appcra,Crab Apple,Malus,spp,p,fy,25.5,1,50,14,6.5,43.773762,-79.50188,within,632.7298486,8
1346,alive,appcra,Crab Apple,Malus,spp,p,by,10,1,0,6,10,43.77276,-79.498582,within,326.2335398,6
514,alive,appcra,Crab Apple,Malus,spp,p,fy,17.8,1,5,11,7,43.773168,-79.501616,within,0.216852047,8
1337,alive,appcra,Crab Apple,Malus,spp,p,by,13,1,0,6,10,43.772909,-79.498571,within,96.23391814,14
1578,alive,crabapp,Crab Apple,Malus,spp,p,s,17,1,0,12,16,43.77407832,-79.50412891,within,137.0976133,3
1576,alive,appcra,Crab Apple,Malus,spp,p,s,3,1,0,0.5,3.5,43.77406776,-79.50419525,within,140.1527377,5
2088,alive,appcra,Crab Apple,Malus,spp,p,w,20.5,1,0,16,11,43.77415122,-79.50378617,within,119.3733649,3
439,alive,appcra,Crab Apple,Malus,spp,p,fy,23,1,65,9,12,43.77386,-79.501465,within,80.85566518,15
1266,alive,peapea,Flowering Pear,Pyrus,spp,p,n,5.5,1,95,2.5,9,43.77312906,-79.50723891,out,233.6955454,1
1362,alive,peapea,Flowering Pear,Pyrus,spp,p,e,22.8,1,5,10,18,43.7734831,-79.50772056,out,304.4588054,7
1303,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,22,1,0,5,10,43.768766,-79.504354,out,646.4438616,4
1368,alive,peapea,Flowering Pear,Pyrus,spp,p,e,4,4,1,8,5,43.77355339,-79.50750927,out,290.9532333,6
1104,alive,peapea,Flowering Pear,Pyrus,spp,p,n,9,1,15,7,9,43.77284053,-79.51006807,out,439.9594116,4
1019,alive,peapea,Flowering Pear,Pyrus,spp,p,by,4.5,1,0,2,3,43.769516,-79.505317,out,643.4336277,4
300,alive,peapea,Flowering Pear,Pyrus,spp,p,s,6,1,0,1.8,3.5,43.77396015,-79.5094303,out,305.4121454,4
1268,alive,peapea,Flowering Pear,Pyrus,spp,p,n,6.5,1,95,2.5,9.5,43.77315861,-79.50709418,out,319.526726,4
1121,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,34,1,0,14,10,43.769176,-79.504536,out,655.4910627,6
1355,alive,peapea,Flowering Pear,Malus,spp,p,e,22.292994,1,10,9,11,43.77353935,-79.50778419,out,300.5239282,8
696,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,15,1,60,4,6,43.778578,-79.496745,out,544.6932861,3
1122,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,25,1,0,12,10,43.76919,-79.50449,out,652.6846025,4
690,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,13,3,0,6,8,43.778141,-79.496674,out,501.376109,6
302,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,2,3.5,43.77400084,-79.50930847,out,297.6524791,2
691,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,12,4,0,6,7,43.77818,-79.496691,out,504.9355775,7
640,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,6.5,1,35,8,5.5,43.772669,-79.502833,out,244.1526759,6
1119,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,14,1,0,10,10,43.769161,-79.504611,out,659.2579707,5
1298,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,19.3,1,0,2.5,8,43.768652,-79.504806,out,717.6272757,2
140,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,55,1,0,25,22.5,43.770353,-79.499957,out,401.3443811,1
1177,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,43,1,0,20,14,43.768743,-79.502304,out,635.8183841,4
301,alive,peapea,Flowering Pear,Pyrus,spp,p,s,6,1,0,1.5,3.5,43.77397872,-79.50936959,out,301.7221688,4
1366,alive,peapea,Flowering Pear,Pyrus,spp,p,e,16,1,25,9,9,43.77357611,-79.50740968,out,285.66354,5
1117,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,22.8,1,0,13,9,43.769089,-79.504675,out,307.192021,2
1299,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,19.5,1,0,9,9.5,43.768673,-79.504713,out,712.7085577,3
1124,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,34.8,1,0,18,15,43.769115,-79.50434,out,656.0607027,1
304,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,0,2.5,43.77402546,-79.50911791,out,289.5582459,3
1375,alive,peapea,Flowering Pear,Pyrus,spp,p,e,26,1,40,11,28,43.77357432,-79.50733614,out,283.6766095,3
1302,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,21,1,0,4,10,43.768737,-79.504448,out,698.3700139,3
1109,alive,peapea,Flowering Pear,Pyrus,spp,p,n,16.56051,1,0,4,10,43.77284229,-79.51019337,out,443.4221395,5
1106,alive,peapea,Flowering Pear,Pyrus,spp,p,n,12.2,1,10,5,8,43.77292402,-79.51010324,out,432.3328514,5
308,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,10,2,3.5,43.77410255,-79.50884157,out,273.5326012,2
1107,alive,peapea,Flowering Pear,Pyrus,spp,p,n,11.5,1,0,9,11,43.77291416,-79.51015082,out,434.738496,5
1070,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,12,4,0,4,12,43.769224,-79.505812,out,688.309663,3
1071,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,17,5,0,4,12,43.76926,-79.505741,out,682.4775059,3
1352,alive,peapea,Flowering Pear,Pyrus,spp,p,e,22.5,1,40,9,23,43.77365995,-79.50783128,out,289.4491969,6
307,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,2,3.5,43.77409601,-79.50897981,out,278.2317195,3
694,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,16,1,60,4,5,43.778453,-79.496699,out,533.0408843,3
1069,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,16.5,5,0,4,10,43.769273,-79.505823,out,683.580179,3
1287,alive,peapea,Flowering Pear,Pyrus,spp,p,sl,55,3,0,7,9,43.780094,-79.497978,out,666.419066,2
1363,alive,peapea,Flowering Pear,Pyrus,spp,p,e,22,1,3,9,19,43.77349369,-79.50765455,out,874.0078965,1
693,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,13,3,0,7,7,43.778395,-79.496687,out,527.3657209,3
1123,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,18.5,1,0,10,9,43.769199,-79.504449,out,650.5426752,3
293,alive,peapea,Flowering Pear,Pyrus,spp,p,n,20.5,1,0,3,18,43.77499281,-79.50997882,out,214.3838947,3
692,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,15,3,0,7,7,43.77822,-79.49671,out,508.541379,6
1125,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,19.426752,1,0,20,8,43.769043,-79.504657,out,672.8130112,2
641,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,5.5,1,25,8,4,43.772676,-79.5028,out,136.2395106,20
1301,alive,peapea,Flowering Pear,Pyrus,spp,p,sr,20,1,0,7,10,43.768717,-79.50454,out,703.1133679,3
1118,alive,peapea,Flowering Pear,Pyrus,spp,p,cy,23.4,1,0,13,9,43.769155,-79.504645,out,308.5359356,2
1359,alive,peapea,Flowering Pear,Pyrus,spp,p,fy,25.796178,1,0,5.5,14,43.768473,-79.508765,out,853.3096481,2
294,alive,peapea,Flowering Pear,Pyrus,spp,p,n,16.8,1,0,5,17,43.77492433,-79.50984244,out,217.5112366,5
303,alive,peapea,Flowering Pear,Pyrus,spp,p,s,5,1,0,1.8,4,43.77401202,-79.50918334,out,292.8540691,2
937,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,3,4.5,43.77374297,-79.50782752,out,280.75702,9
896,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,by,18.5,1,0,14,15,43.770144,-79.503557,out,526.6904651,8
929,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,2,5.25,43.77379309,-79.50765203,out,270.3936184,12
1445,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.3,1,10,1.5,3,43.77340236,-79.50568989,out,253.0315019,5
1359,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,11.5,1,95,8,27,43.77359873,-79.50768657,out,853.3096481,2
464,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,by,5,1,0,1,4.5,43.769506,-79.505696,out,655.7458735,5
934,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,1.5,5,43.77371971,-79.50777878,out,281.721748,11
651,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,22.5,1,0,7.5,19,43.772062,-79.50498,out,148.5092058,11
338,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,2.5,5,43.77421732,-79.5099107,out,292.7441069,3
1356,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,8.3,1,95,3,19,43.7735331,-79.50773839,out,299.8172885,10
1360,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,9.2,1,95,6,26,43.77355214,-79.50766432,out,295.6616925,11
935,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,4.5,1,0,3,5.5,43.77378362,-79.50774761,out,339.0836029,5
462,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,sr,4,1,0,2,4,43.769566,-79.505632,out,118.5660786,6
919,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,2,5.25,43.77380943,-79.50753491,out,265.2456673,11
923,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,1.5,5.5,43.77368161,-79.50768932,out,534.2965761,4
653,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,4,1,0,1,4,43.77199,-79.505118,out,382.1373146,6
1357,alive,ginkgo,Ginkgo,Ginkgo,biloba,c,st,3.503185,1,0,6,4,43.779958,-79.500229,out,585.9847637,4
341,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,3,6,43.77415702,-79.51007411,out,303.7448979,6
320,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,10,1,0,4,9,43.77413181,-79.50951108,out,289.9779245,4
936,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,2.5,7,43.77376398,-79.50779412,out,277.5989526,10
924,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,4,1,0,1.5,5,43.77373468,-79.50764855,out,536.3585659,4
1358,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,20.5,1,95,10,28,43.77361429,-79.50770877,out,290.5505207,8
652,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,17,1,0,4.5,19,43.772016,-79.504956,out,149.1464474,10
647,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,20.700637,1,0,2.5,14,43.771964,-79.505364,out,135.7161137,21
340,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,7,1,0,4,7,43.7741921,-79.51003132,out,117.6152667,10
650,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,22,1,0,10,19,43.772038,-79.505079,out,146.5829736,13
938,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,2,6,43.77378282,-79.50784684,out,277.2086279,7
648,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,16.401274,1,0,2,13,43.771931,-79.505327,out,137.5449608,23
1379,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,5,1,95,3,5,43.77375892,-79.50750017,out,269.4404728,9
925,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,2,5,43.77377474,-79.50761468,out,271.1872216,13
1449,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,9.2,1,80,4,8,43.7735603,-79.50509849,out,219.3086911,4
928,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,2,5,43.77383323,-79.50762473,out,265.4383882,8
927,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,4.5,1,0,1,5,43.77386455,-79.50755984,out,260.2846319,6
1450,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,10,1,80,6,9,43.77358157,-79.5049944,out,214.0465185,5
1361,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,9.4,1,95,5.5,10,43.77351961,-79.50770052,out,300.0931928,9
931,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,1.5,5.25,43.77372344,-79.50769979,out,279.0033288,13
892,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,by,11,1,0,3,9,43.770083,-79.503522,out,82.88719476,7
932,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,3,4.75,43.77370244,-79.50773319,out,282.1603651,14
939,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,1.5,7,43.77377084,-79.50788025,out,332.8437482,6
1447,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,13.3,1,80,7,9,43.77352307,-79.50525722,out,227.8260223,3
922,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,2,6,43.77369043,-79.50763486,out,536.7528375,4
460,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,sr,5,1,0,2,4.5,43.769685,-79.505686,out,636.9728088,3
918,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,4.8,1,50,2,5.25,43.77386384,-79.50750562,out,258.7566877,7
461,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,sr,5,1,0,2,4,43.769612,-79.50566,out,643.7322298,3
930,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,4,1,0,0.75,5.25,43.77376741,-79.50769212,out,274.2319709,14
339,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,6,1,0,3,6,43.77420903,-79.5099594,out,295.0196562,4
1378,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,5,1,95,3,5,43.77379789,-79.50747454,out,264.6554968,7
920,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,50,2,5,43.77376217,-79.50756403,out,270.9905881,13
649,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,fy,23.5,1,0,9,22,43.772021,-79.505149,out,144.5028012,15
1154,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,sr,3.5,1,0,1.5,4,43.768574,-79.50211,out,35.66335625,5
933,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.5,1,0,3,6,43.77374545,-79.50774362,out,278.0227967,12
387,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,n,4.5,1,0,1.7,4,43.77474075,-79.51057987,out,258.1093739,5
1446,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,7.7,1,80,2.5,6,43.77351525,-79.50529687,out,229.8005363,2
1380,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,5,1,95,1.5,4.5,43.77371978,-79.50752953,out,274.3531827,11
1998,alive,ginkgo,Ginkgo,Ginkgo,biloba,c,st,5,1,0,0.4,4,43.77877243,-79.50542535,out,310.0410245,1
1377,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,5.3,1,95,3,6,43.77382945,-79.50744777,out,260.6027649,6
1439,alive,ginkgo,Ginkgo,Ginkgo,biloba,c,st,3,1,0,0.8,3,43.779243,-79.503437,out,417.3272618,2
1448,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,11.4,1,80,6,9,43.77355354,-79.50512825,out,220.8828164,4
1270,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,9,1,25,8,10,43.77319294,-79.50693158,out,200.4422965,16
1381,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,5,1,95,2,5,43.77367732,-79.50756182,out,279.6955897,9
876,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,by,18,1,0,6,10,43.770102,-79.503623,out,532.9590456,6
1357,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,e,11.8,1,95,8,18,43.77356532,-79.50771877,out,585.9847637,4
337,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5.8,1,0,4,4.5,43.77422563,-79.50986282,out,290.4903378,6
1444,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,3.5,1,5,1.5,3,43.77334399,-79.50595544,out,266.8756946,4
1451,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,9,1,80,7,9,43.77358952,-79.50496462,out,212.3434585,3
921,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,s,5,1,0,2,6,43.77372447,-79.5075962,out,275.8374466,12
385,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,n,4.8,1,0,1.5,2.5,43.77473045,-79.51042366,out,85.70643503,10
386,alive,ginkgo,Ginkgo,Ginkgo,biloba,p,n,5,1,0,1.5,4,43.7747341,-79.51052667,out,88.21621697,10
1668,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,22,1,0,11,18,43.77239197,-79.51263495,out,10.801081,2
171,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,8,1,0,5,8,43.770692,-79.501131,out,399.8242936,10
950,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,18.152866,1,0,8,11.5,43.77192,-79.501138,out,272.5666867,3
1118,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,nw,5.2,1,0,3,6,43.77327975,-79.51113861,out,308.5359356,2
1730,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,23.5,1,0,8,14,43.776498,-79.49842,out,280.6838179,3
1425,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,40.5,1,0,24,19,43.77396648,-79.50638634,out,215.1551193,4
900,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,10.8,1,0,4,6,43.770895,-79.500978,out,374.3585602,7
896,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,8,1,0,4,5,43.770742,-79.50095,out,526.6904651,8
1667,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,26.5,1,0,10,22,43.77228707,-79.51288197,out,579.6684779,1
1120,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,nw,4.6,1,0,2.5,6.5,43.7730803,-79.51126191,out,449.8911983,1
959,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,11.783439,2,90,10,9.5,43.771748,-79.500584,out,274.5032221,2
402,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,22,1,0,7,10,43.770669,-79.505917,out,542.2975961,6
467,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,6.5,1,0,3,4,43.769555,-79.505854,out,655.39846,5
306,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,39,1,50,12,16,43.776918,-79.502288,out,210.8481254,5
620,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,39.5,1,30,11,12,43.778921,-79.499619,out,496.9820778,6
909,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,9.076433,1,0,6,5.5,43.771069,-79.501077,out,359.1426739,10
1229,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,cy,31.847134,1,100,17,18.5,43.77256469,-79.50893437,out,720.5212038,1
954,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,20.382166,1,40,10,10.5,43.771969,-79.50091,out,260.9305878,5
